	word	frequency	volumes
25220	shootdown	63	1.681408321019262e-05
25221	kilmarnock	92	1.6812737158033997e-05
25222	minimised	63	1.6809433873277158e-05
25223	molson	83	1.680625973676797e-05
25224	nene	99	1.6804880942800082e-05
25225	environmentalism	72	1.6803485777927563e-05
25226	popularizing	121	1.6790047084214166e-05
25227	skelton	322	1.6776923075667582e-05
25228	asquith	106	1.6774554751464166e-05
25229	felice	98	1.6769436115282588e-05
25230	forsyth	93	1.6761985534685664e-05
25231	coerced	101	1.6749265341786668e-05
25232	cleverly	113	1.6746103938203305e-05
25233	courtesan	98	1.6745128959883004e-05
25234	basidium	398	1.671648715273477e-05
25235	tosa	77	1.6706415408407338e-05
25236	nan	301	1.6701000276952982e-05
25237	cereal	260	1.6687181414454244e-05
25238	turku	56	1.6684380170772783e-05
25239	rashida	128	1.6678430256433785e-05
25240	gopher	322	1.6678142856108025e-05
25241	dina	95	1.6666601368342526e-05
25242	corticosteroid	92	1.6662595953675918e-05
25243	soundcloud	77	1.6661610061419196e-05
25244	atkins	236	1.665905256231781e-05
25245	botched	118	1.664609408180695e-05
25246	karas	56	1.6640649846522138e-05
25247	unwanted	243	1.66349364008056e-05
25248	gassed	62	1.6633239283692092e-05
25249	nelly	178	1.6631383914500475e-05
25250	conjoined	81	1.6625213902443647e-05
25251	firebrand	101	1.662331123952754e-05
25252	silliness	90	1.66213940246962e-05
25253	schaffner	88	1.660905036260374e-05
25254	bleach	191	1.6593567124800757e-05
25255	mcmaster	195	1.658924884395674e-05
25256	popjustice	87	1.658538712945301e-05
25257	blockage	100	1.657824032008648e-05
25258	volunteering	114	1.6575078916503116e-05
25259	dundalk	58	1.6573245375184342e-05
25260	fairmount	58	1.655817322898656e-05
25261	higham	100	1.655549021961633e-05
25262	layering	95	1.6555093679926358e-05
25263	intangible	114	1.6554700778215192e-05
25264	homeward	72	1.6550628060940653e-05
25265	mew	280	1.6546051483601332e-05
25266	amiable	103	1.652825994824525e-05
25267	pruning	56	1.6527708794455975e-05
25268	vivek	53	1.652627543080598e-05
25269	quainton	209	1.6525154933333397e-05
25270	tampering	94	1.6519341443199664e-05
25271	auxerre	55	1.6512032743776217e-05
25272	fortieth	55	1.6509718989254907e-05
25273	orford	63	1.650869489822071e-05
25274	epsom	162	1.6500478523084894e-05
25275	osage	101	1.6500320271006785e-05
25276	eugène	198	1.649542900850065e-05
25277	objector	75	1.6491841961396858e-05
25278	calibration	105	1.648899524298031e-05
25279	behemoth	87	1.648567740630824e-05
25280	unintended	118	1.6483350918861106e-05
25281	treknation	65	1.6478257748531178e-05
25282	prays	82	1.6464418877149e-05
25283	iverson	68	1.646046257519629e-05
25284	coogan	68	1.6458092432003468e-05
25285	byelorussian	57	1.6457950550829992e-05
25286	cmj	64	1.6452991985715926e-05
25287	colonialist	61	1.644663825572934e-05
25288	montfort	271	1.6442889318568632e-05
25289	dejected	71	1.64413850143319e-05
25290	perihelion	225	1.643853283894714e-05
25291	mycological	72	1.6428110029664822e-05
25292	karlovac	107	1.642134338908363e-05
25293	czar	109	1.641946437302977e-05
25294	molding	104	1.6419433450209908e-05
25295	ladd	97	1.641099515836686e-05
25296	ringed	149	1.6405987480538897e-05
25297	spinoff	120	1.640547088754829e-05
25298	striation	62	1.6405236237915233e-05
25299	spc	60	1.639872971281875e-05
25300	esher	63	1.6397008948842995e-05
25301	seedy	57	1.6395475540775806e-05
25302	dashing	109	1.638953654037323e-05
25303	jeffery	173	1.6387661162298173e-05
25304	einar	78	1.6385036360588856e-05
25305	friary	84	1.6375990526285022e-05
25306	troubridge	79	1.6373007383663207e-05
25307	chisel	95	1.6372820027754642e-05
25308	yom	89	1.6369760487577878e-05
25309	eagleton	79	1.6366233467124403e-05
25310	alloa	67	1.6358586435671896e-05
25311	benítez	90	1.6350788428098895e-05
25312	ascribe	60	1.6339610738214105e-05
25313	chf	61	1.6323490854119882e-05
25314	ullman	143	1.6323210729751736e-05
25315	röhm	101	1.632293060538359e-05
25316	forebear	73	1.6316736946464516e-05
25317	dunster	143	1.6315272659994662e-05
25318	aarhus	288	1.6313997548422776e-05
25319	hogarth	279	1.6306188626913354e-05
25320	socializing	63	1.628598511160817e-05
25321	regenerates	64	1.6280704585369676e-05
25322	kingpin	105	1.6277725080726668e-05
25323	deduced	200	1.6275755115202628e-05
25324	sooty	103	1.6273814253509045e-05
25325	kanhopatra	73	1.6271609638351947e-05
25326	rudyard	118	1.6270540072582662e-05
25327	dts	55	1.6268475519609638e-05
25328	composited	58	1.625606819288805e-05
25329	niro	104	1.62523483595578e-05
25330	gaunt	217	1.624497235752642e-05
25331	ozzie	57	1.6236872397712432e-05
25332	holodeck	104	1.6236437659244984e-05
25333	enveloped	114	1.6235338989645243e-05
25334	biota	69	1.6234163922490552e-05
25335	charan	195	1.623255229787901e-05
25336	acreage	62	1.621148294361774e-05
25337	zhao	126	1.620879083930049e-05
25338	wotton	211	1.6207663065870292e-05
25339	breen	252	1.6202779079321772e-05
25340	sheehan	63	1.620092552911956e-05
25341	neumann	426	1.619565773580689e-05
25342	schmitt	108	1.6184139894903637e-05
25343	yazid	81	1.6183244952117093e-05
25344	shahrbaraz	67	1.6171579773072153e-05
25345	spoiling	59	1.61613443196984e-05
25346	loudoun	76	1.615419205336366e-05
25347	homepage	56	1.614572283870075e-05
25348	bullshit	101	1.6143998436746188e-05
25349	aeolian	52	1.6143443644978106e-05
25350	tchaikovsky	561	1.6138024875544943e-05
25351	augmentation	95	1.6137548300321214e-05
25352	shiver	108	1.6135039913933724e-05
25353	caspar	81	1.6133777535287663e-05
25354	kelefa	84	1.6132486052811146e-05
25355	sheila	331	1.612737833056599e-05
25356	kistiakowsky	89	1.612639425729867e-05
25357	hideo	92	1.6122734450618736e-05
25358	saab	147	1.6122072338475846e-05
25359	lumberman	52	1.612095184100326e-05
25360	am	76	1.6118121493491344e-05
25361	demigod	83	1.6110838259919547e-05
25362	beale	163	1.6093394151539542e-05
25363	vanuatu	159	1.6092504665721208e-05
25364	bray	239	1.609148966963403e-05
25365	gout	163	1.6077348846010864e-05
25366	jurchen	142	1.607235026312992e-05
25367	banqueting	72	1.6069099729065783e-05
25368	victorino	56	1.6066893294919282e-05
25369	myron	96	1.6066494936239906e-05
25370	fleur	91	1.6057978427852504e-05
25371	galileo	620	1.604867065907456e-05
25372	patchy	122	1.604239696462173e-05
25373	elgar	436	1.603236341907177e-05
25374	thelemite	59	1.6029076505219564e-05
25375	unenthusiastic	85	1.6029061953304335e-05
25376	pendennis	59	1.60234521899838e-05
25377	soho	181	1.601721851329785e-05
25378	hearse	114	1.5996594811440445e-05
25379	mila	52	1.5993833585525863e-05
25380	professing	70	1.597883237991482e-05
25381	bonham	209	1.5972143955877982e-05
25382	deceit	117	1.5971474567777477e-05
25383	brassey	103	1.596689071448054e-05
25384	bayeux	136	1.5963310943334363e-05
25385	riggs	167	1.5958577932906337e-05
25386	udi	188	1.595765024831053e-05
25387	pikachu	192	1.5954105037963018e-05
25388	confetti	72	1.5952780813677236e-05
25389	mutated	165	1.593614615558181e-05
25390	akershus	55	1.5935964256641455e-05
25391	sphinx	69	1.5923718819976784e-05
25392	riegels	50	1.5914700270514004e-05
25393	alito	81	1.5906050975900143e-05
25394	attentive	68	1.589989369676914e-05
25395	lien	72	1.5892010196694173e-05
25396	yelü	53	1.5890344002400525e-05
25397	backdated	51	1.5889827409409918e-05
25398	camber	53	1.5887208064668812e-05
25399	songbird	130	1.5884706954238936e-05
25400	rothschild	221	1.5884435924817808e-05
25401	parley	76	1.5884115782682784e-05
25402	mechanization	74	1.5882207662798464e-05
25403	adored	95	1.5881283616181463e-05
25404	armidale	91	1.5878194972174242e-05
25405	blakeney	121	1.5876801626291126e-05
25406	trotskyist	55	1.586932376085315e-05
25407	dramatized	77	1.5867673937464133e-05
25408	swerve	54	1.586271173437126e-05
25409	baritone	275	1.5859775885473937e-05
25410	waltham	70	1.585682730365079e-05
25411	jakob	179	1.585561767569743e-05
25412	tzu	125	1.5849571354920045e-05
25413	đujić	117	1.5844461813685484e-05
25414	algae	390	1.58373914018739e-05
25415	avar	63	1.5831079508643597e-05
25416	impeached	69	1.581739343237132e-05
25417	povenmire	192	1.580950447532814e-05
25418	reprises	152	1.5802012057974935e-05
25419	rajneesh	53	1.579951094754506e-05
25420	sudbury	146	1.5798081221873872e-05
25421	sneaker	86	1.5797268133610487e-05
25422	thơ	135	1.5793682905496098e-05
25423	tk	98	1.5787010852363892e-05
25424	kristó	106	1.578497904120013e-05
25425	psy	105	1.5784104107297026e-05
25426	sherri	151	1.5782825357746333e-05
25427	mil	67	1.5781215552124195e-05
25428	warhol	283	1.5777362932567485e-05
25429	reverting	107	1.576551039761398e-05
25430	boomed	56	1.5763722331030294e-05
25431	changeup	114	1.5760158930788748e-05
25432	equaling	55	1.5756582797621377e-05
25433	furry	241	1.575293208588846e-05
25434	usurpation	86	1.574603811604902e-05
25435	doby	231	1.5745361451990902e-05
25436	protoss	347	1.574504676682409e-05
25437	merckx	333	1.5744069969514385e-05
25438	unattended	63	1.5741878087283112e-05
25439	francesca	113	1.5737556168460287e-05
25440	ferengi	88	1.573652116348967e-05
25441	filial	54	1.5734478438389488e-05
25442	redfield	101	1.572885230416432e-05
25443	shiban	152	1.5722929674666375e-05
25444	bakr	186	1.5721909221610986e-05
25445	msnbc	127	1.5721489035058767e-05
25446	hewett	156	1.5714414985268377e-05
25447	ringer	96	1.570883978274651e-05
25448	twisting	182	1.5705425539636053e-05
25449	basra	77	1.5693805835326202e-05
25450	desolation	88	1.569259438838344e-05
25451	orographic	52	1.5686862752772868e-05
25452	gille	75	1.56581518240273e-05
25453	mort	149	1.5656165487598628e-05
25454	reba	78	1.5653060472686775e-05
25455	assorted	172	1.5652120055165142e-05
25456	dartford	96	1.564920967211947e-05
25457	cranmer	296	1.564652302477043e-05
25458	poitevin	79	1.564261401654221e-05
25459	delle	104	1.5639929188182577e-05
25460	bahama	69	1.563939258630853e-05
25461	zonal	51	1.563894511491526e-05
25462	npb	77	1.5634575902367942e-05
25463	vanishing	102	1.5618941688444465e-05
25464	collaborationist	53	1.5616231394233182e-05
25465	grimmett	66	1.561515819048509e-05
25466	longbow	50	1.561441422381904e-05
25467	groundskeeper	84	1.5612627976224758e-05
25468	roper	189	1.561194221721962e-05
25469	rattle	175	1.5604977306793444e-05
25470	solace	198	1.5602565326844342e-05
25471	quantified	60	1.5599473044858314e-05
25472	appreciative	114	1.5599278412992135e-05
25473	parte	137	1.5595484001096338e-05
25474	ramza	80	1.5591916962875985e-05
25475	barreled	68	1.559066731715575e-05
25476	mandela	462	1.558466101414524e-05
25477	cdc	204	1.556769711896777e-05
25478	ohl	205	1.5561538020847365e-05
25479	northway	71	1.555983180878684e-05
25480	angelic	108	1.5559326129732653e-05
25481	lander	174	1.5557827282464132e-05
25482	gard	70	1.5557279766653664e-05
25483	bastogne	108	1.5556552170892246e-05
25484	hussey	75	1.5556150174234062e-05
25485	backpack	119	1.5552590411971323e-05
25486	tomkins	113	1.5550394891761243e-05
25487	polynomial	169	1.554912159917876e-05
25488	rote	63	1.5540152162429877e-05
25489	semitone	56	1.552632966195233e-05
25490	magee	69	1.5525813068961725e-05
25491	shrimp	419	1.552416870254092e-05
25492	gordimer	64	1.5521562090725638e-05
25493	sprinkler	99	1.5521431123488583e-05
25494	gael	128	1.551753666717559e-05
25495	ayumi	82	1.5514711776631884e-05
25496	walloon	96	1.5514266124228016e-05
25497	hollister	61	1.5510435332544148e-05
25498	pillow	249	1.5509489458054304e-05
25499	serfdom	66	1.550892739032861e-05
25500	toleration	137	1.5503263057325967e-05
25501	bette	192	1.550035085529089e-05
25502	quintanilla	256	1.5499035725952126e-05
25503	arousal	83	1.5498651919187978e-05
25504	drenness	170	1.5498444554395974e-05
25505	westinghouse	187	1.54974841279909e-05
25506	spout	85	1.5495976185775362e-05
25507	nanometer	59	1.5490508303628303e-05
25508	leech	265	1.5489327779505402e-05
25509	honeybee	78	1.548333057144191e-05
25510	gautier	64	1.5481706213904545e-05
25511	heyward	150	1.5468305718968622e-05
25512	mountaineering	132	1.5466153854504228e-05
25513	toddler	143	1.54617282532854e-05
25514	unwell	84	1.5458543202839792e-05
25515	materially	64	1.5451631043106318e-05
25516	madrasa	62	1.5442246876773424e-05
25517	follicle	253	1.5434885426657274e-05
25518	aang	172	1.543311918794643e-05
25519	nesbitt	247	1.5427791367983446e-05
25520	longchamp	171	1.5427438484039158e-05
25521	pours	95	1.5419320334331132e-05
25522	holkham	116	1.5418525435961783e-05
25523	tindal	50	1.5406825696118176e-05
25524	clairmont	52	1.5405297745019197e-05
25525	bonita	155	1.5401919881696813e-05
25526	saltire	96	1.5391640772577375e-05
25527	suvorov	91	1.539023287477903e-05
25528	bondi	83	1.5389792679343373e-05
25529	colonized	111	1.5388441170216538e-05
25530	lego	271	1.5383644495159388e-05
25531	pershing	127	1.53815472003771e-05
25532	wiseman	103	1.537711614219006e-05
25533	asean	108	1.5367177184089087e-05
25534	gunnar	126	1.5351241017924622e-05
25535	kurdish	175	1.532989517727401e-05
25536	mantra	256	1.5327805158449337e-05
25537	gila	158	1.5324150808737613e-05
25538	mezzo	86	1.532397436676547e-05
25539	cliche	121	1.531735688331537e-05
25540	inigo	95	1.5316800272557884e-05
25541	ashland	243	1.5311192328226753e-05
25542	maradona	71	1.530863664811477e-05
25543	smelling	89	1.530773261038121e-05
25544	metalcore	79	1.5305222405004315e-05
25545	pessimism	82	1.530274130345788e-05
25546	pepsico	65	1.5300785889849067e-05
25547	heretical	84	1.5295299817807972e-05
25548	kurfürst	224	1.529181463411078e-05
25549	grooming	232	1.529131805000361e-05
25550	medan	57	1.5290997907868586e-05
25551	obsessive	273	1.5289495422621258e-05
25552	fawcett	80	1.527655331301503e-05
25553	slotted	80	1.527509630250279e-05
25554	spitsbergen	106	1.527256245026365e-05
25555	cabal	71	1.5259269275702536e-05
25556	abbas	322	1.5253318451868836e-05
25557	bec	93	1.5241844266711269e-05
25558	justifiable	58	1.524130675534252e-05
25559	tikal	248	1.5233431440719869e-05
25560	lazuli	61	1.5232008081511594e-05
25561	esq	62	1.5231193174258806e-05
25562	matty	80	1.5229610653477721e-05
25563	choke	214	1.5228085430862848e-05
25564	expertly	88	1.5218271073536016e-05
25565	bolívar	180	1.5214209270197898e-05
25566	sucked	149	1.5208986042125616e-05
25567	cavour	78	1.5203677321551368e-05
25568	vann	61	1.5198706023511477e-05
25569	tiring	91	1.5197531865851488e-05
25570	scalped	56	1.5195720152405556e-05
25571	glenwood	139	1.5193271792668384e-05
25572	veneto	159	1.5192430510069244e-05
25573	maniac	197	1.5188055840553716e-05
25574	willkie	315	1.5186535165412351e-05
25575	pensioner	80	1.5186028576863464e-05
25576	molde	75	1.5184637959464453e-05
25577	lpga	68	1.518400040367851e-05
25578	arlene	257	1.5182667993940413e-05
25579	goliath	181	1.5182263268798124e-05
25580	nagara	52	1.5178701687545981e-05
25581	flashy	132	1.517806504125474e-05
25582	zinc	1035	1.517256532679312e-05
25583	cellphone	92	1.5171292943705339e-05
25584	grittier	59	1.5169439393503126e-05
25585	neue	107	1.5166244338615797e-05
25586	fhm	58	1.5165751392487437e-05
25587	strident	113	1.5162280760705471e-05
25588	kashmir	271	1.516045904281782e-05
25589	prehistory	187	1.5159462236624677e-05
25590	trebizond	74	1.5156454537645914e-05
25591	iskandar	137	1.514907035016222e-05
25592	milling	169	1.5132969565456733e-05
25593	volkoff	120	1.5125496247492265e-05
25594	kamal	153	1.511995833425317e-05
25595	erzherzog	185	1.5109623745956924e-05
25596	groza	170	1.5105703823792282e-05
25597	modernise	59	1.5104595149750821e-05
25598	mmorpg	69	1.5102750694495626e-05
25599	moveable	76	1.5098660696821753e-05
25600	maxtone	73	1.5091146451595705e-05
25601	typing	133	1.508772220404353e-05
25602	boyer	139	1.5086613530002069e-05
25603	exposé	99	1.5083549442351796e-05
25604	fickett	103	1.508257173554739e-05
25605	pell	93	1.506641274318099e-05
25606	profusion	103	1.5063194950926118e-05
25607	shopper	88	1.5061844351293985e-05
25608	perpetuate	104	1.5060321857163217e-05
25609	mute	208	1.5060263649502303e-05
25610	beswick	71	1.504724241385702e-05
25611	ortiz	222	1.5047171473270282e-05
25612	burlesque	275	1.5044761312310584e-05
25613	suárez	78	1.5043756320665125e-05
25614	piller	121	1.5041546248539817e-05
25615	scrutinized	63	1.5040657672216184e-05
25616	warbler	673	1.503591010987293e-05
25617	rhett	124	1.5029760106699541e-05
25618	anno	98	1.5027180779725313e-05
25619	braathens	431	1.5025919310573954e-05
25620	resolutely	59	1.502477334724972e-05
25621	scholes	121	1.5018455087556504e-05
25622	gimme	169	1.5005698514869437e-05
25623	unrequited	121	1.5004311535449233e-05
25624	warioware	53	1.5003553016867954e-05
25625	tranquility	77	1.5003023690951522e-05
25626	oxley	77	1.500269445386948e-05
25627	anderssen	112	1.500269445386948e-05
25628	healthier	100	1.4998545339039993e-05
25629	avars	118	1.4996485333540477e-05
25630	ctw	297	1.4994812772783916e-05
25631	bolingbroke	70	1.4994226148701273e-05
25632	strathcona	81	1.499296740803402e-05
25633	gaseous	307	1.4991509488027077e-05
25634	alleyway	92	1.4979090337874368e-05
25635	salo	211	1.4978261788201053e-05
25636	trademarked	88	1.4977104910940398e-05
25637	heisler	81	1.4971221389714628e-05
25638	zag	64	1.4960502994654234e-05
25639	inducing	275	1.4959176041884348e-05
25640	docker	66	1.4954270227462985e-05
25641	songbook	78	1.4953014215279836e-05
25642	lech	100	1.4949278920539655e-05
25643	theseus	85	1.4945687325962353e-05
25644	martindale	53	1.4945287148293573e-05
25645	undead	247	1.4941582776373252e-05
25646	arietis	52	1.494024309067754e-05
25647	ish	101	1.4934857972548343e-05
25648	effusive	86	1.4933349120838102e-05
25649	concealing	146	1.4925659343134612e-05
25650	binder	132	1.4911559446773026e-05
25651	underlined	107	1.4909896890458185e-05
25652	amicus	69	1.4906825526850298e-05
25653	reorganise	66	1.4905604075465817e-05
25654	coherence	135	1.4902333532518242e-05
25655	stimulating	194	1.4896423635946121e-05
25656	poitier	129	1.4894221749273129e-05
25657	hoya	113	1.4892005310684908e-05
25658	fang	269	1.4889590602251701e-05
25659	hideout	256	1.4887971701682545e-05
25660	galvis	54	1.4886297321936581e-05
25661	eberle	81	1.488538873672951e-05
25662	criollo	124	1.4879441550874617e-05
25663	patchwork	61	1.48785611600033e-05
25664	sofa	151	1.4874362022965215e-05
25665	naturalistic	149	1.4871795428916812e-05
25666	wrongful	94	1.4869000551698264e-05
25667	safekeeping	74	1.4868902326270472e-05
25668	sutil	107	1.4863443539070431e-05
25669	ratner	148	1.4862451280350797e-05
